class	label	URI	parent_class	parent_label	parent_URI	OBI_0000283	OBI_0000291	OBI_0000291	OBI_0000279	OBI_0000279	OBI_0000279	OBI_0000279	OBI_0000279	OBI_0000279	OBI_0000275	OBI_0000275	OBI_0000275	OBI_0000287	OBI_0000287	OBI_0000287	OBI_0000287	OBI_0000288	rdfs:comment	OBI_0000281	OBI_0000284	OBI_0000277	OBI_0000274	OBI_0000274	OBI_0000274	OBI_0000274	OBI_0000274	OBI_0000274	OBI_0000274	OBI_0000274	OBI_0000274	OBI_0000274	OBI_0000285	OBI_0000286	OBI_0000286	OBI_0000286	OBI_0000286
OBI_0000037	vitamin role	http://purl.obofoundry.org/obo/OBI_0000037	OBI_0000149		http://purl.obofoundry.org/obo/OBI_0000149		An essential low molecular weight organic compound required in trace amounts for normal growth and metabolic processes. They usually serve as components of coenzyme systems. (Biology. online)											thiamine; A vitamin is an organic compound required as a nutrient in tiny amounts by an organism Wikipedia, March 2008				Vitamin					Jennifer Fostel														
OBI_0100003	allele	http://purl.obofoundry.org/obo/OBI_0100003	OBI_0100002		http://purl.obofoundry.org/obo/OBI_0100002		An allele is a viable DNA coding that occupies a given locus (position) on a chromosome. It represents one of two or more alternative forms of a gene or marker sequence at a given locus and differing from other alleles at one or more mutational sites based on phenotype or sequence.		MO_58	http://en.wikipedia.org/wiki/Allele					bin under common 'Genotype' Placeholder. Do we also want recessive_allele etc? as Children or are these qualities. HP will check with PATO			PMID: 18241317, Alcohol Clin Exp Res. 2008 Jan 30. Association of the Epsilon2 Allele of Apoe Gene to Hypertriglyceridemia and to Early-Onset Alcoholic Cirrhosis.				allele					Melanie Courtot	Philippe Rocca-Serra	Susanna Sansone	Helen Parkinson											
OBI_0200050	dimensionality reduction	http://purl.obofoundry.org/obo/OBI_0200050	OBI_0200000		http://purl.obofoundry.org/obo/OBI_0200000		A dimensionality reduction is data transformation which transforms each input m-dimensional vector (x_1, x_2, …, x_m) into an output n-dimensional vector (y_1, y_2, …, y_n), where n is smaller than m.		PERSON: James Malone	PERSON: Elisabetta Manduchi	PERSON: Melanie Courtot											dimensionality reduction					Elisabetta Manduchi	Melanie Courtot	James Malone												
OBI_0400147	microarray	http://purl.obofoundry.org/obo/OBI_0400147	OBI_0400002		http://purl.obofoundry.org/obo/OBI_0400002		A microarray is a piece of labware that is used as physical 2D immobilisation matrix for defined biomolecule sequences in ordered spatial position. The array-bound DNA fragments, antibodies, or proteins are used as targets for a hybridising probes form a sample to be investigated. The array typically consists of a glass, filter, or silicon wafer (chip).		PERSON: Daniel Schober						DS: The subclasses might be thought of as XPS like: microarray has_probe any biomolecule							microarray					Daniel Schober														
OBI_0100052	cell of organismal origin	http://purl.obofoundry.org/obo/OBI_0100052	OBI_0100051		http://purl.obofoundry.org/obo/OBI_0100051		A cell of organismal origin is an entity of organismal origin that contains nuclear and cytoplasmic material enclosed by a semipermeable membrane. definition_source: OBI.								rem1:link to Cell Type Ontology (CO)			example_of_usage to be added				cell of organismal origin																			
OBI_0000146	supernatant_collection_system_harvesting_frame	http://purl.obofoundry.org/obo/OBI_0000146	OBI_0400002		http://purl.obofoundry.org/obo/OBI_0400002		The Supernatant Collection system is designed for collecting 90% of the supernatant in a microplate well and separating the living cell with no stress, eliminating centrifugation and other similar techniques. It can be used in a variety of release assays with different radioactive isotopes, such as Cr51 or I125.		google						editor_note pending			example_of_usage to be added				supernatant_collection_system_harvesting_frame					Daniel Schober														
OBI_0400096	solid_state_laser	http://purl.obofoundry.org/obo/OBI_0400096	OBI_0400064		http://purl.obofoundry.org/obo/OBI_0400064		A solid-state laser is a laser that uses a lasing medium that is a solid, rather than a liquid such as dye lasers or a gas such as gas lasers. Semiconductor-based diode lasers are also in the solid state, but are generally considered separately from solid-state lasers. The first laser developed was an optical pumped ruby cristal solid state laser.		http://en.wikipedia.org/wiki/Solid-state_laser									Solid State Heat Capacity Laser developed at DOE's Lawrence Livermore National Laboratory for the USA Army's Space and Missile Defense Command				solid_state_laser					Daniel Schober														
OBI_0100045	liquid chemical solution	http://purl.obofoundry.org/obo/OBI_0100045	ObsoleteClass		http://www.geneontology.org/formats/oboInOwl#ObsoleteClass		a liquid solvent containing one or more solutes								moved here following BM140308-call from molecular mixture (a class which has been deprecated, i.e. moved to obsolete.owl	added as hierarchy term		PBS, RPMI				liquid chemical solution					Bjoern Peters														
OBI_0100024	DNA polymerase	http://purl.obofoundry.org/obo/OBI_0100024	OBI_0100023		http://purl.obofoundry.org/obo/OBI_0100023		A DNA polymerase is an enzyme that assists in DNA replication. Such enzymes catalyze the polymerization of deoxyribonucleotides alongside a DNA strand, which they "read" and use as a template. The newly-polymerized molecule is complementary to the template strand and identical to the template's partner strand.		WEB: http://en.wikipedia.org/wiki/DNA_polymerase									Taq polymerase is a commonly used DNA polymerase to copy DNA templates in PCR reactions.				DNA polymerase					Melanie Courtot														
OBI_0400051	Guava_Personal_Cell_Analysis-96	http://purl.obofoundry.org/obo/OBI_0400051	OBI_0400008		http://purl.obofoundry.org/obo/OBI_0400008		The Guava_Personal_Cell_Analysis-96  Systems is a flow_cytometer_analyser that includes a single 532 nm laser, and filters and PMTs to collect up to 2 flourescent parameters. It includes a photodiode forward scatter collector.Guava cytometers use aspiration instead of fluid systems to transport cells within the machine. The PCA96 uses either tubes or 96 well plates to introduce specimen. The Guava PCA -96 cytometer is a small portable cytometer particularly useful for field measurement.		http://www.guavatechnologies.com/main/products/PCA-96new.cfm													Guava_Personal_Cell_Analysis-96					John Quinn											Guava_PCA-96			
OBI_0200143	subgraph indegree calculation	http://purl.obofoundry.org/obo/OBI_0200143	OBI_0200137		http://purl.obofoundry.org/obo/OBI_0200137		A network subgraph quality calculation in which an input data set describing subgraphs and directional relationship edges between subgraphs and other network objects is used to enumerate the number of unique relationships pointing into an individual subgraph.		PERSON: Richard Scheuermann													subgraph indegree calculation					Richard Scheuermann														
OBI_0200034	jackknifing method	http://purl.obofoundry.org/obo/OBI_0200034	OBI_0200067		http://purl.obofoundry.org/obo/OBI_0200067																	jackknifing method																			
OBI_0200120	variance calculation	http://purl.obofoundry.org/obo/OBI_0200120	OBI_0200078		http://purl.obofoundry.org/obo/OBI_0200078		A variance calculation is a descriptive statistics calculation in which the variance is defined as the average squared distance of each observation in the data set to the mean of the data set.  It is also known as the second central moment.		PERSON: Monnie McGee						From Monnie's file comments - need to add spread_calculation and moment_calculation roles but they don't exist yet - (editor note added by James Jan 2008)							variance calculation					Monnie McGee														
OBI_0000078	eMedical record	http://purl.obofoundry.org/obo/OBI_0000078	OBI_0000195		http://purl.obofoundry.org/obo/OBI_0000195		An eMedical record is a digital document derived from a computer system used primarily for patient care in a clinical setting.  Not required to be compliant with requirements of 21 CFR Part 11.		article-without-pmid-or-doi:CDISCglossary													eMedical record					person:Jennifer Fostel														
OBI_0200037	pareto scaling	http://purl.obofoundry.org/obo/OBI_0200037	OBI_0200000		http://purl.obofoundry.org/obo/OBI_0200000		A pareto scaling is a data transformation that divides all measurements of a variable by the square root of the standard deviation of that variable.		PMID:16762068						Community submitted term (MSI)							pareto scaling					Elisabetta Manduchi	Philippe Rocca-Serra													
OBI_0000208	methodology_testing_objective	http://purl.obofoundry.org/obo/OBI_0000208	OBI_0000217		http://purl.obofoundry.org/obo/OBI_0000217		Methodology_testing_objective is an objective role carried out by a proposition defining the aim of the study is to examine the effect of using different methodologies.		source pending									example_of_usage to be added				methodology_testing_objective					Jennifer Fostel														
OBI_0200115	pearson correlation coefficient calculation	http://purl.obofoundry.org/obo/OBI_0200115	OBI_0200113		http://purl.obofoundry.org/obo/OBI_0200113		A pearson correlation coefficient calculation is a similarity calculation which attaches to each pair of random variables X and Y the ratio of their covariance by the product of their standard deviations. Given a series of n measurements of X and Y written as x_i and y_i where i = 1, 2, ..., n, then their Pearson correlation coefficient refers to the "sample correlation coefficient" and is written as the sum over i of the ratios (x_i-xbar)*(y_i-ybar)/((n-1)*s_x*s_y) where xbar and ybar are the sample means of X and Y , s_x and s_y are the sample standard deviations of X and Y. The closer the pearson correlation coefficient is to 1, the more similar the inputs are considered.		PERSON: Elisabetta Manduchi	WEB: http://en.wikipedia.org/wiki/Correlation												pearson correlation coefficient calculation					Elisabetta Manduchi														
OBI_0500022	stopping rule	http://purl.obofoundry.org/obo/OBI_0500022	OBI_0500021		http://purl.obofoundry.org/obo/OBI_0500021		a stopping rule (criterion) is_a *rule* which causes a *stopping process* to happen		PRS						MSI			PMID: 17591081-BACKGROUND/AIMS: To investigate the viral kinetics of Chinese CHC patients received pegylated interferon plus ribavirin and examine the impact of HCV genotypes and severity of liver disease. METHODOLOGY: 65 treatment-naove CHC patients who finished a 24-week therapy with peginterferon (alpha-2b (1.5 mcg/kg/week) plus ribavirin (1000-1200 mg /day) and 24 weeks of follow-up were enrolled. Hepatic fibrosis was graded by the METAVIR scoring system. Serum quantitative HCV RNA was determined by Versant HCV RNA 3.0 assay (Bayer Inc.). RESULTS: Genotype non-1 patients responded quickly and a higher percentage of them achieved undetectable HCV RNA (< 615 IU/mL) at week 4 compared with genotype 1 patients (93% vs. 69%, p = 0.018). Degree of hepatic fibrosis significantly affected end-of-treatment and sustained response (SVR). For patients who did not achieve early virological response (EVR), the negative predictive value for SVR was 100%. In genotype 1 patients, undetectable HCV RNA by week 4 was a good marker to predict treatment response, with a positive predictive value of 84% and a negative predictive value of 82%. CONCLUSIONS: EVR can be applied to Chinese patients as an early stopping rule. A 24-week duration of pegylated IFN/ribavirin might be adequate for genotype 1 patients who rapidly responded to therapy.				stopping rule					PRS														
